OrderNumber,OrderDate,Customer Name Index,Channel,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Revenue,Total Unit Cost
SO - 0006637,09-04-2016,34,Distributor,AXW291,13,2,6,2224.40,13346.40,1401.37
SO - 0006638,09-04-2016,46,Export,FLR025,64,6,7,1031.80,7222.60,680.99
SO - 0006639,09-04-2016,10,Wholesale,AXW291,13,7,5,1025.10,5125.50,717.57
SO - 0006640,09-04-2016,15,Wholesale,AXW291,19,1,11,3953.00,43483.00,2134.62
SO - 0006641,10-04-2016,19,Wholesale,AXW291,23,13,6,2847.50,17085.00,2021.73
SO - 0006642,10-04-2016,27,Distributor,AXW291,6,4,7,2505.80,17540.60,1804.18
SO - 0006643,10-04-2016,23,Wholesale,AXW291,17,13,8,1065.30,8522.40,681.79
SO - 0006644,10-04-2016,18,Distributor,AXW291,2,11,7,5507.40,38551.80,2533.40
SO - 0006645,10-04-2016,47,Export,GUT930,44,11,8,958.10,7664.80,411.98
SO - 0006646,11-04-2016,47,Wholesale,NXH382,53,5,11,1849.20,20341.20,906.11
SO - 0006647,11-04-2016,19,Wholesale,AXW291,24,11,9,6170.70,55536.30,3455.59
SO - 0006648,11-04-2016,31,Wholesale,AXW291,12,11,7,2700.10,18900.70,1107.04
SO - 0006649,11-04-2016,25,Distributor,FLR025,61,2,7,1018.40,7128.80,672.14
SO - 0006650,11-04-2016,21,Distributor,AXW291,5,2,9,5306.40,47757.60,3130.78
SO - 0006651,11-04-2016,27,Wholesale,GUT930,44,2,11,2626.40,28890.40,2048.59
SO - 0006652,11-04-2016,25,Distributor,AXW291,14,2,8,837.50,6700.00,469.00
SO - 0006653,12-04-2016,44,Export,AXW291,24,9,10,917.90,9179.00,514.02
SO - 0006654,12-04-2016,26,Distributor,GUT930,33,13,10,2827.40,28274.00,2261.92
SO - 0006655,12-04-2016,49,Wholesale,AXW291,28,5,8,1145.70,9165.60,618.68
SO - 0006656,12-04-2016,19,Wholesale,AXW291,4,12,8,844.20,6753.60,641.59
SO - 0006657,13-04-2016,48,Wholesale,GUT930,42,13,5,3792.20,18961.00,2919.99
SO - 0006658,13-04-2016,11,Wholesale,AXW291,29,14,7,1809.00,12663.00,1139.67
SO - 0006659,13-04-2016,9,Distributor,GUT930,44,5,8,3839.10,30712.80,2648.98
SO - 0006660,13-04-2016,50,Wholesale,GUT930,34,5,5,6083.60,30418.00,2980.96
SO - 0006661,13-04-2016,35,Wholesale,AXW291,1,7,6,3370.10,20220.60,2257.97
SO - 0006662,14-04-2016,28,Distributor,AXW291,24,11,8,5741.90,45935.20,3272.88
SO - 0006663,14-04-2016,36,Distributor,FLR025,64,1,11,964.80,10612.80,646.42
SO - 0006664,14-04-2016,50,Wholesale,GUT930,42,2,6,723.60,4341.60,586.12
SO - 0006665,14-04-2016,6,Wholesale,NXH382,56,1,6,2974.80,17848.80,1338.66
SO - 0006666,15-04-2016,15,Wholesale,GUT930,37,1,8,3886.00,31088.00,2215.02
SO - 0006667,15-04-2016,42,Distributor,GUT930,36,12,10,1996.60,19966.00,1078.16
SO - 0006668,15-04-2016,47,Distributor,GUT930,38,2,6,207.70,1246.20,87.23
SO - 0006669,15-04-2016,31,Distributor,AXW291,16,4,9,790.60,7115.40,347.86
SO - 0006670,15-04-2016,49,Distributor,FLR025,66,7,5,5366.70,26833.50,2951.69
SO - 0006671,16-04-2016,23,Wholesale,GUT930,40,3,11,1145.70,12602.70,458.28
SO - 0006672,16-04-2016,19,Wholesale,GUT930,37,7,5,3939.60,19698.00,2403.16
SO - 0006673,16-04-2016,32,Wholesale,AXW291,3,7,5,2599.60,12998.00,1637.75
SO - 0006674,16-04-2016,9,Distributor,AXW291,29,7,6,194.30,1165.80,110.75
SO - 0006675,16-04-2016,18,Distributor,NXH382,57,1,5,1098.80,5494.00,505.45
SO - 0006676,17-04-2016,14,Export,AXW291,14,7,12,1092.10,13105.20,655.26
SO - 0006677,17-04-2016,18,Wholesale,AXW291,4,1,9,958.10,8622.90,699.41
SO - 0006678,17-04-2016,4,Distributor,NXH382,58,13,5,2010.00,10050.00,1286.40
SO - 0006679,17-04-2016,34,Wholesale,AXW291,31,2,8,1929.60,15436.80,1234.94
SO - 0006680,17-04-2016,29,Wholesale,FLR025,64,1,8,743.70,5949.60,312.35
SO - 0006681,17-04-2016,46,Wholesale,AXW291,27,10,10,5942.90,59429.00,4754.32
SO - 0006682,17-04-2016,7,Wholesale,AXW291,9,1,12,3664.90,43978.80,2198.94
SO - 0006683,17-04-2016,26,Wholesale,FLR025,63,4,9,3879.30,34913.70,3219.82
SO - 0006684,17-04-2016,12,Distributor,FLR025,63,7,6,1125.60,6753.60,720.38
SO - 0006685,18-04-2016,33,Wholesale,AXW291,24,11,9,1889.40,17004.60,1171.43
SO - 0006686,18-04-2016,9,Distributor,NXH382,53,1,11,1822.40,20046.40,1221.01
SO - 0006687,18-04-2016,1,Wholesale,GUT930,45,11,9,1031.80,9286.20,804.80
SO - 0006688,18-04-2016,10,Wholesale,FLR025,61,13,8,201.00,1608.00,86.43
SO - 0006689,18-04-2016,34,Export,AXW291,14,11,5,3886.00,19430.00,2253.88
SO - 0006690,18-04-2016,31,Wholesale,AXW291,19,2,6,1112.20,6673.20,700.69
SO - 0006691,18-04-2016,22,Wholesale,AXW291,25,2,11,247.90,2726.90,146.26
SO - 0006692,18-04-2016,46,Wholesale,GUT930,36,5,11,3819.00,42009.00,2711.49
SO - 0006693,19-04-2016,37,Wholesale,AXW291,31,9,12,3986.50,47838.00,3229.07
SO - 0006694,19-04-2016,50,Distributor,AXW291,23,1,9,3919.50,35275.50,2273.31
SO - 0006695,19-04-2016,37,Wholesale,FLR025,61,5,5,3926.20,19631.00,3062.44
SO - 0006696,19-04-2016,46,Wholesale,FLR025,62,11,7,187.60,1313.20,108.81
SO - 0006697,19-04-2016,16,Export,AXW291,24,2,10,1313.20,13132.00,577.81
SO - 0006698,19-04-2016,38,Wholesale,GUT930,40,9,6,268.00,1608.00,227.80
SO - 0006699,19-04-2016,8,Distributor,GUT930,33,7,8,1869.30,14954.40,1383.28
SO - 0006700,19-04-2016,36,Distributor,AXW291,28,5,9,1031.80,9286.20,794.49
SO - 0006701,19-04-2016,45,Export,GUT930,36,2,10,1273.00,12730.00,840.18
SO - 0006702,20-04-2016,12,Wholesale,GUT930,33,2,11,911.20,10023.20,601.39
SO - 0006703,20-04-2016,14,Wholesale,NXH382,57,11,10,5286.30,52863.00,2325.97
SO - 0006704,20-04-2016,50,Wholesale,GUT930,34,2,9,5085.30,45767.70,3661.42
SO - 0006705,20-04-2016,30,Distributor,FLR025,64,13,11,1051.90,11570.90,568.03
SO - 0006706,20-04-2016,48,Export,AXW291,25,6,11,2003.30,22036.30,1121.85
SO - 0006707,20-04-2016,5,Wholesale,FLR025,63,2,7,1005.00,7035.00,432.15
SO - 0006708,20-04-2016,45,Wholesale,AXW291,15,12,12,1212.70,14552.40,497.21
SO - 0006709,21-04-2016,46,Distributor,AXW291,12,2,12,2284.70,27416.40,1690.68
SO - 0006710,21-04-2016,3,Wholesale,FLR025,65,1,5,2405.30,12026.50,986.17
SO - 0006711,21-04-2016,33,Export,GUT930,46,13,8,3886.00,31088.00,2331.60
SO - 0006712,21-04-2016,39,Distributor,GUT930,37,6,11,864.30,9507.30,388.94
SO - 0006713,21-04-2016,48,Distributor,NXH382,47,11,11,2492.40,27416.40,1246.20
SO - 0006714,21-04-2016,12,Distributor,FLR025,66,13,11,830.80,9138.80,548.33
SO - 0006715,21-04-2016,29,Wholesale,AXW291,8,7,9,3912.80,35215.20,3325.88
SO - 0006716,21-04-2016,50,Distributor,AXW291,19,9,8,207.70,1661.60,93.47
SO - 0006717,21-04-2016,30,Export,NXH382,55,7,6,5192.50,31155.00,3634.75
SO - 0006718,22-04-2016,28,Export,FLR025,62,9,8,917.90,7343.20,541.56
SO - 0006719,22-04-2016,5,Wholesale,GUT930,41,1,12,1721.90,20662.80,964.26
SO - 0006720,23-04-2016,9,Distributor,FLR025,64,7,10,3959.70,39597.00,2732.19
SO - 0006721,23-04-2016,8,Wholesale,AXW291,30,7,8,3477.30,27818.40,1947.29
SO - 0006722,23-04-2016,45,Wholesale,AXW291,25,14,11,3939.60,43335.60,2718.32
SO - 0006723,23-04-2016,13,Distributor,GUT930,42,13,8,1065.30,8522.40,426.12
SO - 0006724,23-04-2016,22,Export,AXW291,12,11,8,1132.30,9058.40,917.16
SO - 0006725,23-04-2016,12,Distributor,AXW291,24,10,9,2458.90,22130.10,1180.27
SO - 0006726,23-04-2016,15,Wholesale,AXW291,18,4,9,1018.40,9165.60,712.88
SO - 0006727,23-04-2016,20,Distributor,AXW291,24,7,5,3825.70,19128.50,2486.71
SO - 0006728,23-04-2016,10,Wholesale,AXW291,5,11,7,3865.90,27061.30,2706.13
SO - 0006729,23-04-2016,36,Distributor,GUT930,44,1,12,3504.10,42049.20,1401.64
SO - 0006730,24-04-2016,44,Wholesale,GUT930,39,14,11,2452.20,26974.20,1029.92
SO - 0006731,24-04-2016,39,Wholesale,FLR025,61,8,8,2485.70,19885.60,1168.28
SO - 0006732,24-04-2016,46,Distributor,AXW291,9,7,7,201.00,1407.00,164.82
SO - 0006733,24-04-2016,9,Distributor,GUT930,34,1,11,3075.30,33828.30,1599.16
SO - 0006734,25-04-2016,39,Export,AXW291,16,1,12,261.30,3135.60,162.01
SO - 0006735,25-04-2016,29,Export,GUT930,43,12,6,180.90,1085.40,106.73
SO - 0006736,25-04-2016,20,Distributor,AXW291,11,1,9,3852.50,34672.50,2311.50
SO - 0006737,25-04-2016,21,Wholesale,AXW291,1,7,6,1206.00,7236.00,964.80
SO - 0006738,25-04-2016,19,Distributor,AXW291,13,11,5,1996.60,9983.00,1078.16
SO - 0006739,25-04-2016,5,Wholesale,GUT930,44,9,7,2646.50,18525.50,1482.04
SO - 0006740,26-04-2016,1,Wholesale,GUT930,40,2,6,1018.40,6110.40,804.54
SO - 0006741,26-04-2016,14,Wholesale,AXW291,29,5,11,5165.70,56822.70,2996.11
SO - 0006742,26-04-2016,47,Distributor,FLR025,60,11,12,2231.10,26773.20,1762.57
SO - 0006743,27-04-2016,11,Wholesale,NXH382,49,7,5,6231.00,31155.00,4174.77
SO - 0006744,28-04-2016,23,Distributor,FLR025,66,7,9,5025.00,45225.00,3567.75
SO - 0006745,28-04-2016,39,Wholesale,NXH382,49,11,11,1802.30,19825.30,1063.36
SO - 0006746,28-04-2016,13,Export,FLR025,60,11,6,6291.30,37747.80,3837.69
SO - 0006747,28-04-2016,5,Export,AXW291,21,2,11,2505.80,27563.80,1002.32
SO - 0006748,28-04-2016,29,Distributor,NXH382,50,5,12,1125.60,13507.20,956.76
SO - 0006749,28-04-2016,19,Export,AXW291,11,7,5,683.40,3417.00,328.03
SO - 0006750,28-04-2016,37,Wholesale,NXH382,48,2,12,1775.50,21306.00,1083.06
SO - 0006751,28-04-2016,5,Distributor,NXH382,60,1,6,1246.20,7477.20,710.33
SO - 0006752,29-04-2016,29,Wholesale,AXW291,16,7,11,3906.10,42967.10,3203.00
SO - 0006753,29-04-2016,30,Wholesale,AXW291,18,11,10,737.00,7370.00,449.57
SO - 0006754,29-04-2016,31,Wholesale,FLR025,66,10,11,3102.10,34123.10,2047.39
SO - 0006755,29-04-2016,2,Wholesale,GUT930,39,2,7,1139.00,7973.00,706.18
SO - 0006756,29-04-2016,17,Wholesale,FLR025,63,11,11,3912.80,43040.80,2934.60
SO - 0006757,29-04-2016,43,Distributor,AXW291,7,11,6,3819.00,22914.00,2864.25
SO - 0006758,30-04-2016,26,Wholesale,NXH382,59,1,9,1869.30,16823.70,1046.81
SO - 0006759,30-04-2016,30,Wholesale,FLR025,61,6,7,1098.80,7691.60,582.36
SO - 0006760,30-04-2016,5,Wholesale,AXW291,4,7,9,3095.40,27858.60,1392.93
SO - 0006761,30-04-2016,24,Distributor,GUT930,43,9,10,2613.00,26130.00,1829.10
SO - 0006762,30-04-2016,10,Wholesale,NXH382,51,2,6,1286.40,7718.40,617.47
SO - 0006763,30-04-2016,4,Wholesale,FLR025,63,1,10,2700.10,27001.00,1755.07
SO - 0006764,01-05-2016,16,Export,AXW291,16,13,8,6545.90,52367.20,3469.33
SO - 0006765,01-05-2016,6,Wholesale,GUT930,38,12,6,5085.30,30511.80,3000.33
SO - 0006766,01-05-2016,29,Distributor,FLR025,66,5,7,850.90,5956.30,433.96
SO - 0006767,02-05-2016,14,Distributor,GUT930,39,11,10,1983.20,19832.00,1269.25
SO - 0006768,02-05-2016,44,Wholesale,GUT930,37,2,8,5500.70,44005.60,2420.31
SO - 0006769,02-05-2016,13,Wholesale,AXW291,6,2,11,3973.10,43704.10,3337.40
SO - 0006770,02-05-2016,1,Distributor,AXW291,11,7,8,3175.80,25406.40,2540.64
SO - 0006771,02-05-2016,38,Wholesale,AXW291,11,1,12,3872.60,46471.20,1549.04
SO - 0006772,02-05-2016,20,Wholesale,NXH382,59,1,9,3698.40,33285.60,2773.80
SO - 0006773,02-05-2016,4,Wholesale,AXW291,17,11,7,3041.80,21292.60,2555.11
SO - 0006774,03-05-2016,37,Wholesale,AXW291,29,9,11,5232.70,57559.70,2459.37
SO - 0006775,03-05-2016,14,Wholesale,AXW291,16,11,10,1045.20,10452.00,679.38
SO - 0006776,03-05-2016,45,Wholesale,AXW291,20,9,7,214.40,1500.80,96.48
SO - 0006777,03-05-2016,26,Distributor,AXW291,27,13,5,911.20,4556.00,446.49
SO - 0006778,03-05-2016,37,Wholesale,AXW291,12,5,8,1172.50,9380.00,879.38
SO - 0006779,03-05-2016,26,Wholesale,NXH382,48,1,8,1681.70,13453.60,706.31
SO - 0006780,03-05-2016,37,Distributor,NXH382,58,1,11,3926.20,43188.20,1688.27
SO - 0006781,04-05-2016,32,Wholesale,NXH382,52,8,8,1098.80,8790.40,582.36
SO - 0006782,04-05-2016,35,Export,FLR025,61,1,7,5815.60,40709.20,4826.95
SO - 0006783,04-05-2016,48,Wholesale,AXW291,12,5,12,2666.60,31999.20,1626.63
SO - 0006784,04-05-2016,35,Distributor,NXH382,51,2,12,1172.50,14070.00,621.43
SO - 0006785,04-05-2016,7,Wholesale,GUT930,38,7,10,1273.00,12730.00,801.99
SO - 0006786,05-05-2016,14,Export,AXW291,26,5,11,214.40,2358.40,177.95
SO - 0006787,05-05-2016,9,Distributor,AXW291,27,2,7,3484.00,24388.00,2717.52
SO - 0006788,05-05-2016,20,Wholesale,AXW291,25,11,11,2438.80,26826.80,1195.01
SO - 0006789,05-05-2016,12,Distributor,AXW291,7,11,6,5775.40,34652.40,4678.07
SO - 0006790,06-05-2016,33,Wholesale,AXW291,1,1,10,2532.60,25326.00,1696.84
SO - 0006791,06-05-2016,13,Distributor,AXW291,18,11,9,5380.10,48420.90,3604.67
SO - 0006792,06-05-2016,46,Wholesale,FLR025,62,2,8,167.50,1340.00,77.05
SO - 0006793,06-05-2016,38,Export,AXW291,15,7,10,3953.00,39530.00,3043.81
SO - 0006794,06-05-2016,12,Wholesale,AXW291,30,4,11,1172.50,12897.50,492.45
SO - 0006795,06-05-2016,23,Export,NXH382,51,2,8,1098.80,8790.40,933.98
SO - 0006796,07-05-2016,35,Wholesale,AXW291,17,12,10,5735.20,57352.00,4416.10
SO - 0006797,07-05-2016,18,Wholesale,AXW291,7,11,6,6525.80,39154.80,3589.19
SO - 0006798,07-05-2016,36,Wholesale,GUT930,38,4,7,1018.40,7128.80,855.46
SO - 0006799,07-05-2016,14,Wholesale,AXW291,25,5,11,3497.40,38471.40,2937.82
SO - 0006800,07-05-2016,36,Export,NXH382,49,11,11,2519.20,27711.20,1058.06
SO - 0006801,08-05-2016,14,Distributor,AXW291,7,1,9,1072.00,9648.00,621.76
SO - 0006802,08-05-2016,19,Wholesale,GUT930,38,7,10,1226.10,12261.00,895.05
SO - 0006803,08-05-2016,24,Wholesale,GUT930,40,3,7,1943.00,13601.00,835.49
SO - 0006804,08-05-2016,41,Wholesale,GUT930,40,1,5,1715.20,8576.00,1234.94
SO - 0006805,08-05-2016,48,Export,AXW291,3,7,11,2385.20,26237.20,1765.05
SO - 0006806,08-05-2016,25,Wholesale,AXW291,22,3,12,6452.10,77425.20,2903.45
SO - 0006807,08-05-2016,37,Wholesale,NXH382,57,2,5,1721.90,8609.50,1343.08
SO - 0006808,09-05-2016,20,Wholesale,GUT930,34,7,8,3819.00,30552.00,2978.82
SO - 0006809,09-05-2016,17,Export,GUT930,40,6,9,201.00,1809.00,116.58
SO - 0006810,09-05-2016,11,Distributor,AXW291,6,9,7,5473.90,38317.30,2463.26
SO - 0006811,09-05-2016,12,Distributor,GUT930,32,1,8,3879.30,31034.40,1784.48
SO - 0006812,09-05-2016,14,Wholesale,AXW291,13,2,12,6023.30,72279.60,3132.12
SO - 0006813,10-05-2016,2,Wholesale,AXW291,5,11,8,5326.50,42612.00,2929.58
SO - 0006814,10-05-2016,26,Wholesale,AXW291,21,5,12,187.60,2251.20,155.71
SO - 0006815,10-05-2016,29,Distributor,AXW291,8,11,8,3557.70,28461.60,1600.97
SO - 0006816,11-05-2016,42,Wholesale,GUT930,39,7,11,261.30,2874.30,125.42
SO - 0006817,11-05-2016,46,Wholesale,AXW291,18,3,6,5460.50,32763.00,2839.46
SO - 0006818,12-05-2016,23,Distributor,NXH382,58,2,8,261.30,2090.40,154.17
SO - 0006819,12-05-2016,5,Wholesale,AXW291,17,8,9,1762.10,15858.90,792.95
SO - 0006820,12-05-2016,20,Wholesale,AXW291,1,6,7,1145.70,8019.90,515.57
SO - 0006821,12-05-2016,3,Wholesale,NXH382,50,5,11,2720.20,29922.20,2176.16
SO - 0006822,13-05-2016,38,Distributor,AXW291,26,11,6,4020.00,24120.00,2613.00
SO - 0006823,13-05-2016,13,Wholesale,AXW291,5,9,5,1085.40,5427.00,911.74
SO - 0006824,13-05-2016,46,Wholesale,NXH382,49,13,8,2358.40,18867.20,1108.45
SO - 0006825,13-05-2016,35,Distributor,AXW291,19,13,11,2398.60,26384.60,1199.30
SO - 0006826,13-05-2016,26,Export,NXH382,59,7,8,3986.50,31892.00,2152.71
SO - 0006827,13-05-2016,18,Wholesale,GUT930,34,10,8,2860.90,22887.20,1773.76
SO - 0006828,13-05-2016,42,Wholesale,NXH382,49,7,6,3819.00,22914.00,2253.21
SO - 0006829,13-05-2016,29,Distributor,GUT930,34,1,5,1835.80,9179.00,972.97
SO - 0006830,14-05-2016,10,Distributor,NXH382,49,2,5,1045.20,5226.00,804.80
SO - 0006831,14-05-2016,23,Wholesale,GUT930,42,5,5,1105.50,5527.50,563.81
SO - 0006832,14-05-2016,10,Wholesale,GUT930,47,5,12,3912.80,46953.60,2856.34
SO - 0006833,14-05-2016,31,Export,FLR025,63,6,7,2613.00,18291.00,2142.66
SO - 0006834,14-05-2016,50,Wholesale,GUT930,46,7,8,3859.20,30873.60,2431.30
SO - 0006835,15-05-2016,34,Export,AXW291,9,2,9,3973.10,35757.90,2661.98
SO - 0006836,15-05-2016,4,Wholesale,AXW291,19,1,9,3879.30,34913.70,2521.55
SO - 0006837,15-05-2016,31,Distributor,AXW291,12,2,10,187.60,1876.00,75.04
SO - 0006838,15-05-2016,11,Wholesale,AXW291,26,7,8,2525.90,20207.20,2020.72
SO - 0006839,15-05-2016,26,Distributor,AXW291,16,13,9,1876.00,16884.00,1575.84
SO - 0006840,15-05-2016,12,Distributor,GUT930,43,13,7,2606.30,18244.10,1329.21
SO - 0006841,16-05-2016,21,Export,AXW291,17,7,5,3819.00,19095.00,2864.25
SO - 0006842,16-05-2016,10,Distributor,FLR025,60,2,9,6103.70,54933.30,3051.85
SO - 0006843,16-05-2016,32,Wholesale,NXH382,50,9,10,3932.90,39329.00,2084.44
SO - 0006844,16-05-2016,48,Distributor,AXW291,15,1,5,984.90,4924.50,610.64
SO - 0006845,16-05-2016,11,Wholesale,AXW291,31,2,8,1313.20,10505.60,840.45
SO - 0006846,16-05-2016,9,Wholesale,GUT930,46,7,11,1085.40,11939.40,770.63
SO - 0006847,17-05-2016,42,Export,AXW291,24,14,7,2988.20,20917.40,2390.56
SO - 0006848,17-05-2016,12,Wholesale,NXH382,48,6,9,790.60,7115.40,672.01
SO - 0006849,17-05-2016,6,Distributor,AXW291,18,1,5,2458.90,12294.50,1549.11
SO - 0006850,18-05-2016,33,Wholesale,NXH382,47,9,8,1695.10,13560.80,1203.52
SO - 0006851,18-05-2016,9,Wholesale,AXW291,18,9,5,6425.30,32126.50,3662.42
SO - 0006852,18-05-2016,6,Wholesale,AXW291,25,9,7,837.50,5862.50,477.38
SO - 0006853,19-05-2016,48,Wholesale,GUT930,32,4,8,3912.80,31302.40,3325.88
SO - 0006854,19-05-2016,44,Wholesale,NXH382,54,9,12,2405.30,28863.60,1395.07
SO - 0006855,19-05-2016,26,Wholesale,FLR025,64,13,9,958.10,8622.90,814.39
SO - 0006856,19-05-2016,21,Wholesale,GUT930,32,5,11,991.60,10907.60,644.54
SO - 0006857,20-05-2016,22,Wholesale,NXH382,49,11,12,5494.00,65928.00,4010.62
SO - 0006858,20-05-2016,29,Wholesale,AXW291,27,7,9,911.20,8200.80,628.73
SO - 0006859,20-05-2016,7,Wholesale,AXW291,23,7,11,3872.60,42598.60,1665.22
SO - 0006860,20-05-2016,26,Wholesale,AXW291,14,7,10,2613.00,26130.00,2221.05
SO - 0006861,21-05-2016,21,Wholesale,AXW291,15,7,5,3678.30,18391.50,2427.68
SO - 0006862,21-05-2016,3,Wholesale,AXW291,18,11,9,1273.00,11457.00,1069.32
SO - 0006863,21-05-2016,39,Wholesale,AXW291,2,13,5,944.70,4723.50,755.76
SO - 0006864,21-05-2016,30,Wholesale,GUT930,34,1,6,3999.90,23999.40,2519.94
SO - 0006865,21-05-2016,22,Wholesale,GUT930,37,5,10,2438.80,24388.00,1365.73
SO - 0006866,21-05-2016,20,Distributor,NXH382,55,11,7,261.30,1829.10,209.04
SO - 0006867,21-05-2016,38,Wholesale,FLR025,61,5,8,3899.40,31195.20,2573.60
SO - 0006868,22-05-2016,48,Wholesale,AXW291,30,8,12,1092.10,13105.20,546.05
SO - 0006869,22-05-2016,34,Distributor,AXW291,6,9,6,5299.70,31798.20,2172.88
SO - 0006870,22-05-2016,48,Wholesale,AXW291,26,13,8,1045.20,8361.60,700.28
SO - 0006871,22-05-2016,25,Wholesale,AXW291,4,12,10,1132.30,11323.00,690.70
SO - 0006872,22-05-2016,35,Distributor,NXH382,50,13,8,2291.40,18331.20,1718.55
SO - 0006873,23-05-2016,45,Distributor,AXW291,17,3,7,978.20,6847.40,430.41
SO - 0006874,23-05-2016,12,Distributor,FLR025,61,13,10,2693.40,26934.00,1912.31
SO - 0006875,23-05-2016,8,Export,GUT930,45,7,9,783.90,7055.10,509.54
SO - 0006876,23-05-2016,29,Wholesale,GUT930,34,7,5,891.10,4455.50,623.77
SO - 0006877,23-05-2016,43,Distributor,AXW291,23,7,10,2278.00,22780.00,1116.22
SO - 0006878,23-05-2016,37,Wholesale,NXH382,55,6,5,2733.60,13668.00,1448.81
SO - 0006879,24-05-2016,33,Wholesale,GUT930,38,13,6,797.30,4783.80,422.57
SO - 0006880,24-05-2016,10,Wholesale,AXW291,13,1,10,1105.50,11055.00,497.48
SO - 0006881,25-05-2016,44,Distributor,AXW291,31,7,12,1259.60,15115.20,516.44
SO - 0006882,25-05-2016,20,Export,AXW291,13,7,8,1018.40,8147.20,570.30
SO - 0006883,26-05-2016,42,Distributor,GUT930,40,14,12,1246.20,14954.40,834.95
SO - 0006884,26-05-2016,17,Distributor,FLR025,65,11,9,1788.90,16100.10,1484.79
SO - 0006885,26-05-2016,30,Wholesale,GUT930,45,7,7,3155.70,22089.90,1988.09
SO - 0006886,26-05-2016,50,Distributor,AXW291,6,8,8,1125.60,9004.80,585.31
SO - 0006887,26-05-2016,47,Distributor,GUT930,41,7,9,1072.00,9648.00,493.12
SO - 0006888,27-05-2016,33,Wholesale,AXW291,15,7,5,247.90,1239.50,185.93
SO - 0006889,27-05-2016,9,Wholesale,GUT930,34,7,9,2505.80,22552.20,1077.49
SO - 0006890,27-05-2016,48,Distributor,AXW291,16,7,5,1092.10,5460.50,775.39
SO - 0006891,27-05-2016,12,Wholesale,AXW291,28,1,10,3999.90,39999.00,2999.93
SO - 0006892,27-05-2016,26,Distributor,AXW291,13,13,6,1038.50,6231.00,633.49
SO - 0006893,27-05-2016,27,Distributor,GUT930,42,1,8,3852.50,30820.00,2311.50
SO - 0006894,27-05-2016,17,Wholesale,FLR025,64,1,5,1018.40,5092.00,661.96
SO - 0006895,27-05-2016,5,Wholesale,AXW291,15,11,6,234.50,1407.00,140.70
SO - 0006896,27-05-2016,10,Distributor,AXW291,12,1,5,998.30,4991.50,778.67
SO - 0006897,27-05-2016,46,Distributor,NXH382,55,2,9,2613.00,23517.00,1541.67
SO - 0006898,28-05-2016,6,Wholesale,AXW291,15,5,5,5212.60,26063.00,3283.94
SO - 0006899,28-05-2016,6,Wholesale,AXW291,8,12,6,1159.10,6954.60,498.41
SO - 0006900,28-05-2016,12,Wholesale,GUT930,43,2,6,884.40,5306.40,619.08
SO - 0006901,28-05-2016,41,Distributor,AXW291,12,1,8,3242.80,25942.40,1426.83
SO - 0006902,28-05-2016,38,Wholesale,AXW291,8,13,5,1005.00,5025.00,592.95
SO - 0006903,28-05-2016,29,Wholesale,FLR025,63,13,5,917.90,4589.50,743.50
SO - 0006904,28-05-2016,3,Wholesale,NXH382,57,11,12,5480.60,65767.20,4110.45
SO - 0006905,28-05-2016,47,Distributor,GUT930,34,1,6,1996.60,11979.60,938.40
SO - 0006906,28-05-2016,42,Wholesale,AXW291,27,11,8,5152.30,41218.40,2524.63
SO - 0006907,29-05-2016,9,Distributor,AXW291,29,5,11,850.90,9359.90,714.76
SO - 0006908,29-05-2016,46,Distributor,GUT930,38,7,6,2485.70,14914.20,1715.13
SO - 0006909,29-05-2016,31,Wholesale,AXW291,9,1,9,167.50,1507.50,112.23
SO - 0006910,29-05-2016,12,Wholesale,GUT930,34,11,12,1005.00,12060.00,824.10
SO - 0006911,29-05-2016,48,Distributor,AXW291,27,5,10,3899.40,38994.00,3119.52
SO - 0006912,30-05-2016,1,Distributor,AXW291,4,5,10,3999.90,39999.00,3359.92
SO - 0006913,30-05-2016,18,Distributor,NXH382,51,2,11,1869.30,20562.30,1271.12
SO - 0006914,30-05-2016,12,Distributor,GUT930,39,7,5,5540.90,27704.50,2438.00
SO - 0006915,30-05-2016,25,Distributor,AXW291,29,2,5,201.00,1005.00,158.79
SO - 0006916,31-05-2016,43,Export,AXW291,26,9,5,3088.70,15443.50,2223.86
SO - 0006917,31-05-2016,32,Wholesale,NXH382,50,11,9,1005.00,9045.00,723.60
SO - 0006918,31-05-2016,10,Wholesale,FLR025,63,11,9,1681.70,15135.30,924.94
SO - 0006919,31-05-2016,21,Wholesale,GUT930,45,2,9,998.30,8984.70,838.57
SO - 0006920,31-05-2016,47,Wholesale,FLR025,64,7,9,1018.40,9165.60,488.83
SO - 0006921,31-05-2016,3,Wholesale,GUT930,32,2,10,227.80,2278.00,95.68
SO - 0006922,01-06-2016,9,Wholesale,GUT930,46,7,8,261.30,2090.40,112.36
SO - 0006923,01-06-2016,2,Wholesale,NXH382,59,13,5,3886.00,19430.00,2681.34
SO - 0006924,01-06-2016,32,Distributor,AXW291,15,7,8,5802.20,46417.60,4177.58
SO - 0006925,01-06-2016,29,Distributor,AXW291,10,12,9,1279.70,11517.30,627.05
SO - 0006926,02-06-2016,3,Wholesale,GUT930,39,5,11,2331.60,25647.60,1725.38
SO - 0006927,02-06-2016,17,Wholesale,NXH382,57,5,6,5098.70,30592.20,3059.22
